Book,Chapter,Verse(s),Major_Theme,Mid_Level,Description,Connection_Type,Genre
1 Kings,7,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,7,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,7,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,8,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,8,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,8,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,8,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,8,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
2 Chronicles,2-7,,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
Psalm,132,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Psalm,132,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Psalm,132,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Psalm,132,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Psalm,132,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Psalm,132,25,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Wisdom
Ezekiel,40-48,,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Major Prophets
Haggai,2,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Haggai,2,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Haggai,2,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Haggai,2,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Haggai,2,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Haggai,2,25,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Zechariah,6,12,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Zechariah,6,13,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Minor Prophets
Exodus,28,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,28,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,28,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,28,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,28,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,29,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,29,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,29,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,29,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Exodus,29,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,8,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,8,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,8,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,8,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,8,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,9,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,9,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,9,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,9,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,9,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,10,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,10,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,10,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,10,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Leviticus,10,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Numbers,18,25,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Deuteronomy,18,25,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Torah
Psalm,110,1,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Psalm,110,5,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Psalm,110,10,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Psalm,110,15,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Psalm,110,20,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Psalm,110,25,Temple & Worship,Priesthood,Temple & Worship > Priesthood,Direct Reference,Wisdom
Leviticus,1-7,,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,28,1,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,28,5,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,28,10,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,28,15,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,28,20,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,29,1,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,29,5,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,29,10,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,29,15,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Numbers,29,20,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,1,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,5,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,10,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,15,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,20,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Deuteronomy,12,25,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Torah
Psalm,40,6,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,1,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,5,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,10,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,15,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,20,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,50,25,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,1,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,5,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,10,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,15,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,20,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
Psalm,51,25,Temple & Worship,Sacrifices & Offerings,Temple & Worship > Sacrifices & Offerings,Direct Reference,Wisdom
2 Kings,15,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,15,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,15,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,15,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,15,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,16,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,16,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,16,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,16,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,16,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,17,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,17,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,17,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,17,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Kings,17,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
2 Chronicles,30,25,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Historical
Isaiah,36,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,36,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,36,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,36,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,36,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,37,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,37,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,37,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,37,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Isaiah,37,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Major Prophets
Tobit,1,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,1,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,1,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,1,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,1,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,2,1,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,2,5,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,2,10,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,2,15,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
Tobit,2,20,Exile & Diaspora,Assyrian Exile,Exile & Diaspora > Assyrian Exile,Direct Reference,Deuterocanonical
2 Kings,24,1,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,24,5,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,24,10,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,24,15,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,24,20,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,25,1,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,25,5,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,25,10,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,25,15,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Kings,25,20,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,1,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,5,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,10,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,15,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,20,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
2 Chronicles,36,25,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Historical
Jeremiah,24-29,,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,1,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,5,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,10,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,15,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,20,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Jeremiah,52,25,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Ezekiel,1-24,,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Daniel,1-6,,Exile & Diaspora,Babylonian Exile,Exile & Diaspora > Babylonian Exile,Direct Reference,Major Prophets
Ezra,1-6,,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Historical
Nehemiah,1-13,,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Historical
Isaiah,40-55,,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,30,1,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,30,5,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,30,10,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,30,15,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,30,20,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,31,1,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,31,5,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,31,10,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,31,15,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,31,20,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,32,1,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,32,5,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,32,10,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,32,15,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,32,20,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,33,1,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,33,5,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,33,10,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,33,15,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Jeremiah,33,20,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Ezekiel,33-48,,Exile & Diaspora,Restoration,Exile & Diaspora > Restoration,Direct Reference,Major Prophets
Psalm,137,1,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,137,5,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,137,10,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,137,15,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,137,20,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,137,25,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,1,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,5,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,10,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,15,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,20,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Psalm,44,25,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Wisdom
Jeremiah,29,1,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Jeremiah,29,5,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Jeremiah,29,10,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Jeremiah,29,15,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Jeremiah,29,20,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Jeremiah,29,25,Exile & Diaspora,Diaspora Life,Exile & Diaspora > Diaspora Life,Direct Reference,Major Prophets
Deuteronomy,15,1,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,15,5,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,15,10,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,15,15,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,15,20,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,15,25,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,1,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,5,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,10,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,15,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,20,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Deuteronomy,24,25,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Torah
Isaiah,1,17,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,1,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,5,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,10,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,15,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,20,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Isaiah,58,25,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Jeremiah,22,3,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Major Prophets
Amos,5,24,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Minor Prophets
Micah,6,8,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Minor Prophets
Zechariah,7,9,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Minor Prophets
Zechariah,7,10,Ethics & Justice,Social Justice,Ethics & Justice > Social Justice,Direct Reference,Minor Prophets
Genesis,15,6,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Torah
Psalm,1,1,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,1,5,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,1,10,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,1,15,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,1,20,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,1,25,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,1,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,5,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,10,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,15,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,20,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,15,25,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,24,1,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,24,5,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,24,10,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,24,15,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
Psalm,24,20,Ethics & Justice,Righteousness,Ethics & Justice > Righteousness,Direct Reference,Wisdom
